REACTANT,REAGENT,PRODUCT
C1=CCC=C1.O=S(=O)(C=CS(=O)(=O)C1=CC=C2C=CC=CC2=C1)C1=CC=C2C=CC=CC2=C1,,O=S(=O)(C1=CC=C2C=CC=CC2=C1)C1C2C=CC(C2)C1S(=O)(=O)C1=CC=C2C=CC=CC2=C1
C1=CCCCC=C1.O=C(Cl)C=CC(=O)Cl,,O=C(Cl)C1C2C=CC(CCC2)C1C(=O)Cl
COC(=O)C=CC(=O)OC.CC1(C)C2=C(CC=C2)C2OC1C=CC2=O,,COC(=O)C1C2C=C3C(C)(C)C4C=CC(=O)C(O4)C3(C2)C1C(=O)OC
C1=CCC=C1.CC1=CC(=O)C(Cl)=C(Br)C1=O,,CC12C(=O)C(Br)=C(Cl)C(=O)C1C1C=CC2C1
N#CC(C#N)=C(C#N)C#N.CCCCC1=CC(C2=CC=CC=C2)=CCCO1,,CCCCC12C=C(C3=CC=CC=C3)C(CCO1)C(C#N)(C#N)C2(C#N)C#N
C1=CCC=C1.C=CCI,,ICC1CC2C=CC1C2
C=C(C)C(=C)C.CCOP(=O)(C=CC#N)OCC,,CCOP(=O)(OCC)C1CC(C)=C(C)CC1C#N
CC(=O)C(=CC1=CC=CS1)[N+](=O)[O-].C=C(C)C(=C)C,,CC(=O)C1([N+](=O)[O-])CC(C)=C(C)CC1C1=CC=CS1
C1=CCC=C1.CCCCCCCCCCCCOC(=O)C=CC(=O)OCCCCCCCCCCCC,,CCCCCCCCCCCCOC(=O)C1C2C=CC(C2)C1C(=O)OCCCCCCCCCCCC
CC=CC1=CCC2C(=O)N(C3=CC=CC=C3)C(=O)C2C1.O=C1C=CC(=O)N1C1=CC=CC=C1,,CC1C=C2CC3C(=O)N(C4=CC=CC=C4)C(=O)C3CC2C2C(=O)N(C3=CC=CC=C3)C(=O)C12
O=C1C=CC(=O)C=C1.CC1(C)C=CC(O[Si](C)(C)C)=CC1,,CC1(C)CC2C(O[Si](C)(C)C)=CC1C1C(=O)C=CC(=O)C21
CCOC(=O)C(=CC1=CC=C(F)C=C1)S(=O)(=O)C(F)(F)F.C1=CCC=C1,,CCOC(=O)C1(S(=O)(=O)C(F)(F)F)C2C=CC(C2)C1C1=CC=C(F)C=C1
C=C(Cl)C(=O)CCC=CC.C=CC(=COC)C(=C)O[Si](C)(C)C(C)(C)C,,C=CC1=C(O[Si](C)(C)C(C)(C)C)CCC(Cl)(C(=O)CCC=CC)C1OC
CC1=CC(=O)C=C(Cl)C1=O.CC=CC=CO[Si](C)(C)C,,CC1=CC(=O)C2C(C)C=CC(O[Si](C)(C)C)C2(Cl)C1=O
N#CC(C#N)=C(C#N)C#N.C=C(Br)C1=C(C)CCC(C(=O)OC)(C(=O)OC)C1,,COC(=O)C1(C(=O)OC)CCC2(C)C(=C(Br)CC(C#N)(C#N)C2(C#N)C#N)C1
C=CCOC(=O)N(C(=O)OCC=C)N(C=CC(=C)C1=CC=CC=C1)S(C)(=O)=O.CCOC(=O)C=CC(=O)N1CCOC1=O,,C=CCOC(=O)N(C(=O)OCC=C)N(C1C=C(C2=CC=CC=C2)CC(C(=O)OCC)C1C(=O)N1CCOC1=O)S(C)(=O)=O
C1=CCC=C1.O=C1C=CC(=O)C1(Br)Br,,O=C1C2C3C=CC(C3)C2C(=O)C1(Br)Br
C=CC(=C)OC.CC(C)C1C=CC(=O)CC1,,COC1=CCC2C(=O)CCC(C(C)C)C2C1
CCN1CCC=C(C)C1C#N.C=C(C=COC)O[Si](C)(C)C,,CCN1CCC2CC(O[Si](C)(C)C)=CC(OC)C2(C)C1C#N
C=C(C)C(=C)C.CC=CC1=CC=C(C)C=C1,,CC1=C(C)CC(C2=CC=C(C)C=C2)C(C)C1
C=CC(=O)OCC.COC1(OC)C=C(F)C=CC1=O,,CCOC(=O)C1CC2C(F)=CC1C(=O)C2(OC)OC
O=C1C=CC(=O)N1C1=CC=CC=C1.CC=C1OC(C)(C)OC(=O)C1=CC(C)C,,CC(C)C1C2=C(OC(C)(C)OC2=O)C(C)C2C(=O)N(C3=CC=CC=C3)C(=O)C12
C=C(C)C=O.C=C(C=CNC(=O)OCC1=CC=CC=C1)CC1=CC=CC=C1,,CC1(C=O)CCC(CC2=CC=CC=C2)=CC1NC(=O)OCC1=CC=CC=C1
COC1=CC(=O)C=C(OC)C1=O.C=C(C=COC)O[Si](C)(C)C,,COC1=CC(=O)C2CC(O[Si](C)(C)C)=CC(OC)C2(OC)C1=O
CC1=CC=C(S(=O)(=O)N2C(=O)N(C3=CC=CC=C3)C=C(C=CC3=CC=CC=C3)C2C2=CC=CC=C2)C=C1.O=C1C=CC(=O)N1C1=CC=CC=C1,,CC1=CC=C(S(=O)(=O)N2C(=O)N(C3=CC=CC=C3)C3C(=CC(C4=CC=CC=C4)C4C(=O)N(C5=CC=CC=C5)C(=O)C43)C2C2=CC=CC=C2)C=C1
C=CC1=CC=CC=C1.O=C1C=C(C(C2=CC=CC=C2)C2=CC=CC=C2)C=C(C(C2=CC=CC=C2)C2=CC=CC=C2)C1=O,,O=C1C(=O)C2(C(C3=CC=CC=C3)C3=CC=CC=C3)C=C(C(C3=CC=CC=C3)C3=CC=CC=C3)C1CC2C1=CC=CC=C1
C=CCCC(=O)C1=CC(CC(C)C)N(C(=O)OC(C)(C)C)C1=O.C=CCCC(C)=CC=CC(C)=CC,,C=CCCC(=O)C12C(=O)N(C(=O)OC(C)(C)C)C(CC(C)C)C1C(C)C(C)=CC2C=C(C)CCC=C
N#CC=CC#N.CN(C)C=CC=CN(C)C,,CN(C)C1C=CC(N(C)C)C(C#N)C1C#N
COC(=O)C#CC(=O)OC.C=CCCC=CC(=C)C1=CC=C(I)C=C1,,C=CCCC1C=C(C2=CC=C(I)C=C2)CC(C(=O)OC)=C1C(=O)OC
C1=CCC=C1.CC1=CC(=O)C2=C(C=CC=C2)C1=O,,CC12C(=O)C3=CC=CC=C3C(=O)C1C1C=CC2C1
BrC1=CC2=CC(=C1)C1=CC=CC=C1C#CC#CC1=CC=CC=C21.C1=CCC=C1,,BrC1=CC2=CC(=C1)C1=CC=CC=C1C#CC1=C(C3=CC=CC=C23)C2C=CC1C2
CC=CC1=CC=C(SC)C=C1.C=C(C)C(=C)C,,CSC1=CC=C(C2CC(C)=C(C)CC2C)C=C1
O=C1C=CC(=O)C2=C1C=CC=C2O.COC=CC1=CC(OC(C)=O)CCC1,,COC1C=C2CCCC(OC(C)=O)C2C2C(=O)C3=CC=CC(O)=C3C(=O)C12
O=C1C=CC(=O)O1.CCOC(=O)C=CC=CCBr,,CCOC(=O)C1C=CC(CBr)C2C(=O)OC(=O)C12
C=C(C)C(=C)C.CC=CC(=O)C1=CC=CC=C1,,CC1=C(C)CC(C(=O)C2=CC=CC=C2)C(C)C1
COC(=O)C=CC(=O)OC.C(=C1C(=CC2=CC=CC=C2)C(C2=CC=CC=C2)OC1C1=CC=CC=C1)C1=CC=CC=C1,,COC(=O)C1C(C2=CC=CC=C2)C2=C(C(C3=CC=CC=C3)OC2C2=CC=CC=C2)C(C2=CC=CC=C2)C1C(=O)OC
C=C(C)C(=C)C.O=C1C=CCOC1OCC1=CC=CC=C1,,CC1=C(C)CC2C(=O)C(OCC3=CC=CC=C3)OCC2C1
CC1=C(C)C(C)(N)C(C)=C1C.O=C1C=CC(=O)N1C1=CC=CC=C1,,CC1=C(C)C2(C)C3C(=O)N(C4=CC=CC=C4)C(=O)C3C1(C)C2(C)N
CN1C(=O)C=CC1=O.C=C(C=CC1=CC=C(OC)C(OC)=C1)O[Si](C)(C)C(C)(C)C,,COC1=CC=C(C2C=C(O[Si](C)(C)C(C)(C)C)CC3C(=O)N(C)C(=O)C32)C=C1OC
CC1CC12C=CC=C2.O=C1C=CC(=O)C=C1,,CC1CC12C1C=CC2C2C(=O)C=CC(=O)C21
COC(=O)C=CC(=O)OC(C)C1=CC=CC=C1.C1=CCC=C1,,COC(=O)C1C2C=CC(C2)C1C(=O)OC(C)C1=CC=CC=C1
C1=CCC=C1.O=S(=O)(C=CS(=O)(=O)C1=CC=CC=C1)C1=CC=CC=C1,,O=S(=O)(C1=CC=CC=C1)C1C2C=CC(C2)C1S(=O)(=O)C1=CC=CC=C1
COC(=O)C=CC(=O)OC.C=C1CC2CCCC2(O)CC1=C,,COC(=O)C1CC2=C(CC1C(=O)OC)CC1(O)CCCC1C2
N#CC(C#N)=C(C#N)C#N.C=CC=CO[Si](C)(C)C,,C[Si](C)(C)OC1C=CCC(C#N)(C#N)C1(C#N)C#N
C1=CCC=C1.CCCCCCCCC1=C(Br)C1,,CCCCCCCCC12CC1(Br)C1C=CC2C1
CC(=O)C=C[Si](C)(C)C.C1=CCC=C1,,CC(=O)C1C2C=CC(C2)C1[Si](C)(C)C
COC(=O)C=CC1=CC=CC=C1.C=CC(=C)C,,COC(=O)C1CC=C(C)CC1C1=CC=CC=C1
C=CC=C.O=C1C=CC2(C=C1)OCCO2,,O=C1C=CC2(OCCO2)C2CC=CCC12
C=CC(C)=O.C=C(C)C=COCCSC1=CC=CC=C1,,CC(=O)C1CCC(C)=CC1OCCSC1=CC=CC=C1
C=CC(=O)OC.C=C(C)C1=CCCCC1O,,COC(=O)C1CCC(C)=C2C(O)CCCC21
C=CC1=CCC2(C)C(=O)C3=CC=CC=C3C(=O)C2(C)C1C1=CC=CC=C1.O=C1C=CC(=O)N1C1=CC=C(Br)C=C1,,CC12CC3C(=CCC4C(=O)N(C5=CC=C(Br)C=C5)C(=O)C43)C(C3=CC=CC=C3)C1(C)C(=O)C1=CC=CC=C1C2=O
O=C1C=C(Cl)C(=O)C(Cl)=C1.C=C(C)C=COC(C)=O,,CC(=O)OC1C=C(C)CC2C(=O)C=C(Cl)C(=O)C12Cl
C=C(C=O)CC.O=C(OC1=CC=CC=C1)N1C=CC=CC1,,CCC1(C=O)CC2C=CC1N(C(=O)OC1=CC=CC=C1)C2
C=CC=COC.O=C1C=CC(=O)C2=C1C=CC=C2,,COC1C=CCC2C(=O)C3=CC=CC=C3C(=O)C12
CCCC=CC(=O)CC.C1=CCC=C1,,CCCC1C2C=CC(C2)C1C(=O)CC
C1=CCCC=C1.O=C1OC(=O)C(Br)=C1Br,,O=C1OC(=O)C2(Br)C3C=CC(CC3)C12Br
C1=CCC=C1.N#CC1=CC=C(C2=CC(=O)C=CC2=O)C=C1,,N#CC1=CC=C(C2=CC(=O)C3C4C=CC(C4)C3C2=O)C=C1
C=CC(=O)OCC.C1=CCC=C1,,CCOC(=O)C1CC2C=CC1C2
CC1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C(C)C1.ClC1C=CC1Cl,,CC12CC(C)(C(C3=CC=CC=C3)=C1C1=CC=CC=C1)C1C(Cl)C(Cl)C12
C1=CCCC=C1.CC1=CC=C(C(=O)C=CC(=O)O)C=C1,,CC1=CC=C(C(=O)C2C3C=CC(CC3)C2C(=O)O)C=C1
C=C(C)C(=C)C.O=[N+]([O-])C=C[Se]C1=CC=CC=C1,,CC1=C(C)CC([N+](=O)[O-])C([Se]C2=CC=CC=C2)C1
C=CC(C)=O.COC(OC)C1C=CC=C1,,COC(OC)C1C2C=CC1C(C(C)=O)C2
C=CC(C)=O.N#CC1(C#N)C=CC=C1,,CC(=O)C1CC2C=CC1C2(C#N)C#N
COC1=CC(=O)C=CC1=O.C=C(C)C=CC1=C(OC)C=CC2=C1OC(=O)C=C2,,COC1=CC(=O)C2CC(C)=CC(C3=C(OC)C=CC4=C3OC(=O)C=C4)C2C1=O
N#CC(C#N)=C(C#N)C#N.C=C(C(=C(C)C)N(C)C)P(=O)(OCCC)OCCC,,CCCOP(=O)(OCCC)C1=C(N(C)C)C(C)(C)C(C#N)(C#N)C(C#N)(C#N)C1
CC(=O)C1=CCC2C1CCC21OCCO1.C=C(C)C=CO[Si](C)(C)C,,CC(=O)C12C(CC(C)=CC1O[Si](C)(C)C)CC1C2CCC12OCCO2
CN1C(=O)C=CC1=O.C=CC(=C)C(=C)C(=C)C=C,,C=CC(=C)C(=C)C1=CCC2C(=O)N(C)C(=O)C2C1
C=CC1=CCC2(C)C(=O)C3=CC=CC=C3C(=O)C2(C)C1C1=CC=C(F)C=C1.O=C1C=CC(=O)N1CC1=CC=CC=C1,,CC12CC3C(=CCC4C(=O)N(CC5=CC=CC=C5)C(=O)C43)C(C3=CC=C(F)C=C3)C1(C)C(=O)C1=CC=CC=C1C2=O
C=CC(=O)OC.C1=C(C2=CC=CC=C2)CC(C2=CC=CC=C2)=C1,,COC(=O)C1CC2(C3=CC=CC=C3)C=CC1(C1=CC=CC=C1)C2
COC1=CC=C(C=CC(=O)C2=CC=CC=C2)C=C1.C=C(C)C(=C)C,,COC1=CC=C(C2CC(C)=C(C)CC2C(=O)C2=CC=CC=C2)C=C1
COC1=CC=C(C=CC(=O)C2=CC=CC=C2O)C=C1.C=C(C)C=CC1=CC=CC=C1,,COC1=CC=C(C2CC(C)=CC(C3=CC=CC=C3)C2C(=O)C2=CC=CC=C2O)C=C1
C=CC1=CCCC2(C)C(=O)CCC12C.O=C1C=CC(=O)C=C1,,CC12CCC3C(=CCC4C(=O)C=CC(=O)C43)C1(C)CCC2=O
CCN1C(=O)C=CC1=O.CC1=C2CCC=C(C3=CCCC4=C(C)SC(C)=C34)C2=C(C)S1,,CCN1C(=O)C2C3CCC4=C(C)SC(C)=C4C3=C3C4=C(C)SC(C)=C4CCC3C2C1=O
C=C(C=CC1=CNC2=CC=CC=C12)O[Si](C)(C)C(C)(C)C.O=C1C=CC(=O)N1C1=CC=CC=C1,,CC(C)(C)[Si](C)(C)OC1=CC(C2=CNC3=CC=CC=C23)C2C(=O)N(C3=CC=CC=C3)C(=O)C2C1
C=C1CC(C(=O)OC)(C(=O)OC)CC1=C.COC(=O)C#CC(=O)OC,,COC(=O)C1=C(C(=O)OC)CC2=C(C1)CC(C(=O)OC)(C(=O)OC)C2
O=C1C=CC(=O)O1.CCCCC1=CC(C2=CC=CC=C2)=CCC(C)O1,,CCCCC12C=C(C3=CC=CC=C3)C(CC(C)O1)C1C(=O)OC(=O)C12
C1=CCC=C1.COC(=O)C(OC(=O)C=CC(=O)OC1CC(C)CCC1C(C)C)C1=CC=CC=C1,,COC(=O)C(OC(=O)C1C2C=CC(C2)C1C(=O)OC1CC(C)CCC1C(C)C)C1=CC=CC=C1
C=CC(=O)OC1CCC2(C)C(C1)CC(OC(C)=O)C1C2CC(OC(C)=O)C2(C)C(C(C)CCC(=O)OC)CCC12.C1=CCC=C1,,COC(=O)CCC(C)C1CCC2C3C(OC(C)=O)CC4CC(OC(=O)C5CC6C=CC5C6)CCC4(C)C3CC(OC(C)=O)C12C
NC(=O)C1=CC(=O)C2=C(C=CC=C2)C1=O.C=CC=CO[Si](C)(C)C,,C[Si](C)(C)OC1C=CCC2C(=O)C3=CC=CC=C3C(=O)C12C(N)=O
O=C(C1=CC=CC=C1)C1=CC=C(N2C(=O)C=CC2=O)C=C1.C=CC1=CC(C)(C)OC2=CC=CC=C12,,CC1(C)OC2=CC=CC=C2C2=CCC3C(=O)N(C4=CC=C(C(=O)C5=CC=CC=C5)C=C4)C(=O)C3C21
C1=CCC=C1.CC1(C)COC(=O)C1OC1C=CC(=O)CO1,,CC1(C)COC(=O)C1OC1OCC(=O)C2C3C=CC(C3)C12
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl.O=C1C=CC(=O)C(C2=CC=CC=C2)=C1,,O=C1C=C(C2=CC=CC=C2)C(=O)C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
C=CC=CC.C=CC(=O)N1CCOC1=O,,CC1C=CCCC1C(=O)N1CCOC1=O
C1=CCC=C1.C=CC(=O)C1=CC=CC=C1,,O=C(C1=CC=CC=C1)C1CC2C=CC1C2
CSC(=O)C=CC(C)=O.COC(OC)C1C=CC=C1,,COC(OC)C1C2C=CC1C(C(=O)SC)C2C(C)=O
COC1=CC=C(C=CC(=O)C2=CC=CC=N2)C=C1.C1=CCC=C1,,COC1=CC=C(C2C3C=CC(C3)C2C(=O)C2=CC=CC=N2)C=C1
C=CC(=O)OCC.CCOP(=O)(OCC)OC(=CSCC)C1=CCCC1,,CCOC(=O)C1CC2CCCC2=C(OP(=O)(OCC)OCC)C1SCC
C=CC(=O)OC.CC(=O)OCC=C(C)C=CB1OC2=CC=CC=C2O1,,COC(=O)C1CC(COC(C)=O)C(C)=CC1B1OC2=CC=CC=C2O1
C1=CCC=C1.O=[N+]([O-])C=CC1=CC=CN=C1,,O=[N+]([O-])C1C2C=CC(C2)C1C1=CC=CN=C1
COC(=O)N1CCC=C(C(=O)OCC2=CC=CC=C2)C1=O.CC=CC=CC,,COC(=O)N1CCC2C(C)C=CC(C)C2(C(=O)OCC2=CC=CC=C2)C1=O
C1=CCC=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1C2C=CC(C2)C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
COC=CC=COC.N#CC(C#N)=C(C#N)C#N,,COC1C=CC(OC)C(C#N)(C#N)C1(C#N)C#N
CCCCCCCCCCC=CC=CP(=O)(OCC)OCC.O=C1C=CC(=O)O1,,CCCCCCCCCCC1C=CC(P(=O)(OCC)OCC)C2C(=O)OC(=O)C12
COC(=O)C(=O)C=CC1=CC=CC(OC)=C1.C=C(C)C=CC1=CC=CC=C1,,COC(=O)C(=O)C1C(C2=CC=CC=C2)C=C(C)CC1C1=CC=CC(OC)=C1
C=CC(=C)CCS(=O)C1=CC=CC=C1.O=C1C=CC(=O)N1C1=CC=CC=C1,,O=C1C2CC=C(CCS(=O)C3=CC=CC=C3)CC2C(=O)N1C1=CC=CC=C1
CC1C2C=CC(C2)C1C.C1=CCC=C1,,CC1C(C)C2CC1C1C3C=CC(C3)C21
C=C1CN(C)C(=O)C2(CCC(=CC3=CC=CC=C3)C2=O)CC1=C.COC(=O)C#CC(=O)OC,,COC(=O)C1=C(C(=O)OC)CC2=C(C1)CN(C)C(=O)C1(CCC(=CC3=CC=CC=C3)C1=O)C2
C=COCC1=CC=CC=C1.C=CC1(OC)C(=O)C=CC=C1OC,,C=CC1(OC)C(=O)C2C=CC1(OC)CC2OCC1=CC=CC=C1
COC=CC=COC.N#CC=CC#N,,COC1C=CC(OC)C(C#N)C1C#N
C1=CCC=C1.O=S1(=O)C=CC2=NC=CC=C21,,O=S1(=O)C2=CC=CN=C2C2C3C=CC(C3)C21
N#CC(C#N)=C(C#N)C#N.CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,,CC(C=CC1C(C)=CC(C2=C(C)CCCC2(C)C)C(C#N)(C#N)C1(C#N)C#N)=CC=O
O=C1C=CC(=O)O1.CC1=CC=C(C2=CC=C(C3=CC=CC=C3)C2)C=C1,,CC1=CC=C(C23C=CC(C4=CC=CC=C4)(C2)C2C(=O)OC(=O)C23)C=C1
O=C1C=C(Cl)C(=O)C2=C1C=CC=C2.C=C(C=COC)O[Si](C)(C)C,,COC1C=C(O[Si](C)(C)C)CC2C(=O)C3=CC=CC=C3C(=O)C12Cl
C=CC=C.C=CC#N,,N#CC1CC=CCC1
C=CC=CC1=CC=C(C2=CC=CC=C2)C=C1.COC(=O)C#CC(=O)OC,,COC(=O)C1=C(C(=O)OC)C(C2=CC=C(C3=CC=CC=C3)C=C2)C=CC1
C=CC(=O)OCC.C=CC=CN1N=NC2=CC=CC=C21,,CCOC(=O)C1CCC=CC1N1N=NC2=CC=CC=C21
C=CC(=O)OC.COC1(OC)C(=O)C=CC=C1C=CC(C)=O,,COC(=O)C1CC2(C=CC(C)=O)C=CC1C(=O)C2(OC)OC
C=C(C)C(=C)C.C=C1CC(=O)OC1=O,,CC1=C(C)CC2(CC1)CC(=O)OC2=O
CCCCC=C(C=CC(C)NC(=O)C(Cl)(Cl)Cl)S(=O)C1=CC=C(C)C=C1.O=C1C=CC(=O)N1C1=CC=CC=C1,,CCCCC1C(S(=O)C2=CC=C(C)C=C2)=CC(C(C)NC(=O)C(Cl)(Cl)Cl)C2C(=O)N(C3=CC=CC=C3)C(=O)C12
COC1=CC=C2C3CC4=CC=C(OC)C(O)=C4C2(CCN3C)C1.CC1=CC(=O)C=C(Br)C1=O,,COC1=CC=C2CC3N(C)CCC4(CC5(OC)C=CC34C3C(=O)C=C(C)C(=O)C35Br)C2=C1O
C=C(C)C(=C)C.CC=CC=O,,CC1=C(C)CC(C=O)C(C)C1
COC(=O)C=C[N+](=O)[O-].C=CC1=CCCC2CC(=O)CCC12C,,COC(=O)C1CC=C2C(CCC3CC(=O)CCC23C)C1[N+](=O)[O-]
CCOC1=CC=C2C3CC4=CC=C(OC)C5=C4C2(CCN3C)C1O5.C=CC(C)=O,,CCOC12C=CC3(CC1C(C)=O)C1CC4=CC=C(OC)C5=C4C3(CCN1C)C2O5
N#CC(C#N)=C(C#N)C#N.CCOC(=O)C1=CC=CC12CC2,,CCOC(=O)C12C=CC(C(C#N)(C#N)C1(C#N)C#N)C21CC1
C=CC(=C)C.CC1=CC=C(S(=O)(=O)N2CC(=O)C3=CCCCC32)C=C1,,CC1=CCC23C(=O)CN(S(=O)(=O)C4=CC=C(C)C=C4)C2CCCC3C1
COC(=O)C=CC(=O)OC.C=C(CN(C)C)C(=C)CN(C)C,,COC(=O)C1CC(CN(C)C)=C(CN(C)C)CC1C(=O)OC
O=C1C=CC(=O)C2=C1C=CC=C2O.CC=C1C2=CCCN3C(=O)OC(C1O)C23,,CC1C2=C3C(CCN4C(=O)OC(C2O)C34)C2C(=O)C3=CC=CC(O)=C3C(=O)C12
CC1=NOC2(C=CC(=O)C=C2)C1.COC1=CC=C(C2=CC=C3CCCCC32C)C=C1,,COC1=CC=C(C23C=CC4(CCCCC42C)C2C3C(=O)C=CC23CC(C)=NO3)C=C1
C=CC(=O)OC.CC(C)(C)OC(=O)NC(C=CC1=CN(C(=O)OCC2=CC=CC=C2)CCC1)CCCCO[Si](C)(C)C(C)(C)C,,COC(=O)C1CC(C(CCCCO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)C=C2CCCN(C(=O)OCC3=CC=CC=C3)C21
C=C(C)C(=C)C.CC=COC1=CC(C)=CC(C)=C1,,CC1=C(C)CC(OC2=CC(C)=CC(C)=C2)C(C)C1
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl.C=CCOC1=CC=C(CCCCCCCC)C=C1,,CCCCCCCCC1=CC=C(OCC2CC3(Cl)C(Cl)=C(Cl)C2(Cl)C3(Cl)Cl)C=C1
O=C(O)C1=CCC(CCOC(=O)C2=CC=C(Cl)C=C2)C=C1.C=C(C)C=CC=C(Cl)C1=CC=C(C(=O)O)C=C1,,CC1=CC(C=C(Cl)C2=CC=C(C(=O)O)C=C2)C2(C(=O)O)C=CC(CCOC(=O)C3=CC=C(Cl)C=C3)CC2C1
CC1=CN(CC(C)C)P(=S)(C2=CC=CC=C2)C(C)=C1.O=C1C=CC(=O)N1C1=CC=CC=C1,,CC1=CC2(C)C3C(=O)N(C4=CC=CC=C4)C(=O)C3C1N(CC(C)C)P2(=S)C1=CC=CC=C1
O=C1C=CC(=O)O1.C=C(F)C(C)=CCCCC,,CCCCC1C(C)=C(F)CC2C(=O)OC(=O)C21
COC1(OC)C(Cl)=C(Cl)C(Cl)=C1Cl.COC(=O)C=CC(=O)OC,,COC(=O)C1C(C(=O)OC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(OC)OC
O=C1C=CC(=O)O1.C=C(C)CC1=C(C=CCCCCCC)CC1,,C=C(C)CC12CCC1=CC(CCCCCC)C1C(=O)OC(=O)C12
C=C(C)C(=C)C.COC1=CC=CC=C1C=C1N=C(C2=CC=CC=C2)OC1=O,,COC1=CC=CC=C1C1CC(C)=C(C)CC12N=C(C1=CC=CC=C1)OC2=O
C=CC1=CC2(C)C(=NCC3=CC=CC=C3)OC(=O)N2C(=O)C1=CC.O=C1C=CC(=O)C=C1,,CC=C1C(=O)N2C(=O)OC(=NCC3=CC=CC=C3)C2(C)C2C1=CCC1C(=O)C=CC(=O)C12
CC=CC(=O)OC.C1=CCC=C1,,COC(=O)C1C2C=CC(C2)C1C
C1=CC=CC(=C2C=CC=CC3CC23)C=C1.N#CC(C#N)=C(C#N)C#N,,N#CC1(C#N)C2C=CC(C3CC3C2=C2C=CC=CC=C2)C1(C#N)C#N
C1=CC(COCC2=CC=CC=C2)C=C1.C=CC(=O)N1CCOC1=O,,O=C1OCCN1C(=O)C1CC2C=CC1C2COCC1=CC=CC=C1
CC=C1C=CC=C1.O=C1C=CC(=O)C=C1,,CC=C1C2C=CC1C1C(=O)C=CC(=O)C21
N#CC(C#N)=C(C#N)C#N.CC1=C(C)C(C)=C(C)C1,,CC1=C(C)C2(C)CC1(C)C(C#N)(C#N)C2(C#N)C#N
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl.C#CC1CC2C=CC1C2,,C#CC1CC2CC1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
C1=CCC=C1.N#CC=CC1=CC=CC=C1,,N#CC1C2C=CC(C2)C1C1=CC=CC=C1
C=CS(=O)(=O)C1=CC=CC=C1.COC(=O)N1C=CC=CC1,,COC(=O)N1CC2C=CC1C(S(=O)(=O)C1=CC=CC=C1)C2
C=CC(=O)C(C)(C)O.C1=C(C2=CCCCC2)CCCC1,,CC(C)(O)C(=O)C1CC2CCCCC2=C2CCCCC21
O=C1C=CC(=O)N1.C=CC1=COC(C2COC(C)(C)O2)CC1,,CC1(C)OCC(C2CCC3=CCC4C(=O)NC(=O)C4C3O2)O1
C=C(C)C(=C)C.N#CC(=CC1=CC=C([N+](=O)[O-])C=C1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,CC1=C(C)CC(C#N)(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C2=CC=C([N+](=O)[O-])C=C2)C1
C=C(C)C(=C)C.O=[N+]([O-])C(F)=CC1=CC=CC=C1[N+](=O)[O-],,CC1=C(C)CC(F)([N+](=O)[O-])C(C2=CC=CC=C2[N+](=O)[O-])C1
O=C1C=CC(=O)O1.CC=CC=CC(CCC1OCCO1)OC(C)=O,,CC(=O)OC(CCC1OCCO1)C1C=CC(C)C2C(=O)OC(=O)C12
C=C(C)C(=C)C.C=C(C)C(=O)OCCCC,,CCCCOC(=O)C1(C)CCC(C)=C(C)C1
C=CC=O.C=CC1(C)CC=C(C(=C)C)CC1C(=C)C,,C=CC1(C)CC2C(=C(C)CCC2C=O)CC1C(=C)C
C1=CCC=C1.CC1(C)COC(=O)C1OC(=O)C=CBr,,CC1(C)COC(=O)C1OC(=O)C1C2C=CC(C2)C1Br
ClC12C=CC(CC1)C2.COC1(OC)C(Cl)=C(Cl)C(Cl)=C1Cl,,COC1(OC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C1C2C2CCC1(Cl)C2
CC(=O)C=CC#N.C1=CCC=C1,,CC(=O)C1C2C=CC(C2)C1C#N
C=C1[CH2][Ge]([CH3])([CH3])[CH2]C1=C.O=C1C=CC(=O)O1,,[CH3][Ge]1([CH3])[CH2]C2=C(CC3C(=O)OC(=O)C3C2)[CH2]1
CC=C(C=CN(C)C)O[Si](C(C)C)(C(C)C)C(C)C.CC(=O)OC(C1=COC=C1)C1(C)CCC=CC1=O,,CC(=O)OC(C1=COC=C1)C1(C)CCC2C(C)C(O[Si](C(C)C)(C(C)C)C(C)C)=CC(N(C)C)C2C1=O
